INDUSTRY,SATIS,CONFIRM,IDEAL,OVERALLX,CUSTOMX,WRONGX,OVERALLQ,CUSTOMQ,WRONGQ,PQ,QP,COMP,HANDLE,REPUR,HIGHPTOL,LOWPTOL,AGE,EDUCAT,HISPANIC,RACE_1,INCOME,GENDER,ZIPCODE
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Moderate,Well,Sometimes,High,Well,Often,Good,Good,No,NoComp,Very likely,High,Unknown,Middle-aged,associate degree,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Very close to ideal,Moderate,Somewhat well,Often,Very low,Well,Very often,Good,Average,No,NoComp,Possible,High,Unknown,Young,High school,1,6,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Well,Very often,High,Well,Often,Good,Good,No,NoComp,Likely,Low,Unknown,Senior,associate degree,0,1,<20,1,3
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Often,High,Well,Sometimes,Good,Good,No,NoComp,Unlikely,Unknown,High,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,High school,0,1,<20,2,3
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Likely,High,Unknown,Middle-aged,associate degree,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Very good,No,NoComp,Very likely,High,Unknown,Senior,College graduate,0,3,<20,1,2
Internet Service Providers,Unsure,Met expectations,Moderately close,Moderate,Well,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Possible,Unknown,Low,Middle-aged,College graduate,0,1,<20,1,1
Internet Service Providers,Satisfied,Met expectations,Moderately close,Very high,Very well,Often,High,Well,Often,Average,Good,No,NoComp,Possible,Unknown,High,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Young,College graduate,0,1,<20,2,1
Internet Service Providers,Unsure,Met expectations,Moderately close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Possible,Medium,Unknown,Young,College graduate,0,1,<20,2,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,Medium,Unknown,Senior,associate degree,0,6,<20,1,1
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Very well,Often,High,Well,Often,Average,Average,No,NoComp,Very unlikely,Unknown,High,Senior,associate degree,0,1,<20,2,2
Internet Service Providers,Dissatisfied,Slightly better,Far from ideal,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Below average,Below average,No,NoComp,Unlikely,Unknown,High,Young,Post graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,High school,0,1,<20,1,3
Internet Service Providers,Unsure,Met expectations,Moderately close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Possible,Low,Unknown,Young,Post graduate,0,2,<20,2,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,associate degree,0,1,<20,2,3
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Very likely,Low,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Very close to ideal,Very high,Well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Likely,Low,Unknown,Middle-aged,Post graduate,0,1,<20,2,3
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,Very high,Very well,Very often,High,Well,Sometimes,Below average,Good,No,NoComp,Likely,Low,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Very often,High,Very well,Often,Good,Good,No,NoComp,Likely,Medium,Unknown,Elderly,College graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Close to ideal,Very high,Adequately,Very often,High,Adequately,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Slightly better,Close to ideal,Very high,Very well,Often,High,Very well,Rarely,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Senior,Post graduate,0,4,<20,1,1
Internet Service Providers,Unsure,Slightly better,Somewhat close,Very high,Well,Often,Moderate,Somewhat well,Rarely,Average,Average,No,NoComp,Very unlikely,Unknown,High,Young,College graduate,1,1,<20,2,3
Internet Service Providers,Unsure,Met expectations,Moderately close,Very high,Adequately,Very often,High,Well,Sometimes,Average,Average,No,NoComp,Possible,Medium,Unknown,Middle-aged,High school,0,1,<20,1,3
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Very well,Very often,Very high,Very well,Often,Good,Good,No,NoComp,Unlikely,Unknown,Low,Middle-aged,High school,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Likely,Medium,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,Very low,Well,Very rarely,High,Well,Often,Average,Average,No,NoComp,Likely,Medium,Unknown,Young,College graduate,0,1,<20,2,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,Medium,Unknown,Middle-aged,associate degree,0,1,<20,1,2
Internet Service Providers,Unsure,Slightly better,Somewhat close,Moderate,Adequately,Rarely,Low,Adequately,Rarely,Below average,Below average,No,NoComp,Possible,Unknown,Medium,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Moderately close,High,Well,Often,Very high,Well,Very often,Good,Very good,No,NoComp,Possible,Low,Unknown,Young,College graduate,0,4,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Sometimes,High,Well,Sometimes,Average,Good,No,NoComp,Likely,Low,Unknown,Middle-aged,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Likely,Low,Unknown,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Young,associate degree,0,1,<20,1,3
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Well,Sometimes,Moderate,Adequately,Rarely,Good,Good,No,NoComp,Likely,Medium,Unknown,Middle-aged,Post graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Well,Sometimes,Moderate,Adequately,Rarely,Average,Average,Yes,Handled adequately,Likely,High,Unknown,Young,High school,0,1,<20,2,2
Internet Service Providers,Dissatisfied,Met expectations,Somewhat close,Moderate,Adequately,Rarely,Moderate,Adequately,Rarely,Below average,Average,No,NoComp,Unlikely,Unknown,High,Young,Post graduate,0,1,<20,2,3
Internet Service Providers,Unsure,Exceeded expectations,Moderately close,Moderate,Well,Often,Moderate,Adequately,Sometimes,Below average,Below average,No,NoComp,Unlikely,Unknown,High,Middle-aged,Post graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Well,Often,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Unlikely,Unknown,High,Middle-aged,associate degree,0,1,<20,2,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Low,Somewhat well,Rarely,Low,Somewhat well,Sometimes,Below average,Not good,Yes,Handled adequately,Unlikely,Unknown,High,Young,associate degree,0,1,<20,1,2
Internet Service Providers,Unsure,Met expectations,Moderately close,Moderate,Very well,Very often,Very high,Very well,Very often,Below average,Below average,No,NoComp,Possible,High,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,Very high,Very well,Very often,Very high,Well,Often,Average,Good,No,NoComp,Likely,Low,Unknown,Senior,associate degree,0,4,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Young,associate degree,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Very often,High,Well,Very often,Good,Good,No,NoComp,Possible,Medium,Unknown,Senior,associate degree,0,1,<20,2,1
Internet Service Providers,Unsure,Met expectations,Close to ideal,Moderate,Well,Often,High,Very well,Very often,Below average,Average,No,NoComp,Likely,Medium,Unknown,Middle-aged,College graduate,0,4,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Likely,Medium,Unknown,Middle-aged,Post graduate,0,4,<20,2,1
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Well,Often,High,Well,Often,Average,Average,No,NoComp,Likely,Medium,Unknown,Middle-aged,College graduate,0,1,<20,1,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Well,Sometimes,Very high,Well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Middle-aged,High school,0,1,<20,1,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Well,Very often,Very high,Very well,Often,Good,Good,No,NoComp,Very likely,Low,Unknown,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Possible,Low,Unknown,Senior,High school,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Met expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Elderly,Post graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,High,Well,Often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Senior,Post graduate,0,2,<20,2,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Very often,Very high,Well,Very often,Good,Good,No,NoComp,Very likely,Medium,Unknown,Elderly,Post graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,High,Well,Often,Good,Good,No,NoComp,Very likely,High,Unknown,Senior,Post graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Somewhat close,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Unlikely,Unknown,High,Senior,High school,0,1,<20,2,3
Internet Service Providers,Very satisfied,Far exceeded,Close to ideal,High,Adequately,Often,High,Well,Often,Good,Good,Yes,Handled well,Likely,High,Unknown,Senior,High school,0,1,<20,1,3
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Moderate,Not well,Very rarely,Very low,Not well,Very rarely,Not good,Not good,No,NoComp,Very unlikely,Unknown,High,Middle-aged,Post graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,Moderate,Well,Often,Moderate,Well,Often,Average,Average,No,NoComp,Possible,Low,Unknown,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Met expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,Medium,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Good,No,NoComp,Very likely,High,Unknown,Young,Post graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Well,Often,High,Well,Often,Good,Good,No,NoComp,Likely,Low,Unknown,Young,College graduate,0,2,<20,1,2
Internet Service Providers,Unsure,Met expectations,Close to ideal,High,Well,Sometimes,High,Well,Sometimes,Good,Average,No,NoComp,Possible,Low,Unknown,Young,Post graduate,0,1,<20,1,2
Internet Service Providers,Unsure,Far exceeded,Close to ideal,High,Well,Often,High,Well,Very often,Very good,Good,No,NoComp,Likely,Medium,Unknown,Middle-aged,College graduate,1,1,<20,1,3
Internet Service Providers,Satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Good,No,NoComp,Very likely,Low,Unknown,Young,College graduate,0,1,<20,1,2
Internet Service Providers,Unsure,Slightly better,Close to ideal,High,Well,Very often,Moderate,Very well,Rarely,Below average,Below average,Yes,Handled well,Likely,Low,Unknown,Young,associate degree,0,1,<20,2,1
Internet Service Providers,Satisfied,Met expectations,Moderately close,High,Adequately,Sometimes,High,Adequately,Sometimes,Average,Average,No,NoComp,Likely,Low,Unknown,Middle-aged,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Very often,High,Well,Often,Good,Good,No,NoComp,Likely,Medium,Unknown,Young,Post graduate,1,1,<20,1,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,High,Well,Often,Moderate,Adequately,Often,Good,Good,No,NoComp,Likely,High,Unknown,Senior,associate degree,0,1,<20,1,3
Internet Service Providers,Unsure,Met expectations,Close to ideal,High,Adequately,Sometimes,High,Adequately,Sometimes,Average,Average,No,NoComp,Likely,Low,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Very close to ideal,Low,Well,Often,High,Well,Often,Good,Good,No,NoComp,Unlikely,Unknown,High,Middle-aged,Post graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,High,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,Post graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Met expectations,Moderately close,Moderate,Adequately,Sometimes,High,Well,Often,Average,Good,No,NoComp,Possible,Low,Unknown,Middle-aged,Post graduate,1,1,<20,2,1
Internet Service Providers,Unsure,Met expectations,Moderately close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Possible,Unknown,High,Middle-aged,Post graduate,0,1,<20,1,1
Internet Service Providers,Unsure,Exceeded expectations,Moderately close,High,Well,Often,High,Well,Often,Average,Good,No,NoComp,Possible,Low,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Met expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Good,No,NoComp,Very likely,Medium,Unknown,Middle-aged,College graduate,0,2,<20,2,2
Internet Service Providers,Unsure,Met expectations,Moderately close,Very high,Well,Often,High,Adequately,Often,Average,Good,No,NoComp,Possible,Low,Unknown,Young,Post graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Well,Rarely,High,Very well,Often,Good,Good,No,NoComp,Likely,Medium,Unknown,Young,Post graduate,0,4,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,College graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Exceeded expectations,Moderately close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Good,No,NoComp,Likely,High,Unknown,Young,College graduate,1,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Very well,Often,High,Very well,Very often,Good,Very good,No,NoComp,Likely,Medium,Unknown,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,High,Very well,Very often,Good,Good,No,NoComp,Very likely,High,Unknown,Elderly,College graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Well,Very often,High,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,associate degree,0,1,<20,2,3
Internet Service Providers,Unsure,Met expectations,Close to ideal,High,Well,Often,High,Well,Often,Average,Good,No,NoComp,Likely,Medium,Unknown,Senior,Post graduate,0,1,<20,2,2
Internet Service Providers,Very dissatisfied,Below expectations,Far from ideal,Very high,Well,Rarely,Moderate,Somewhat well,Rarely,Not good,Not good,No,NoComp,Very unlikely,Unknown,High,Middle-aged,associate degree,0,1,<20,2,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Senior,College graduate,0,1,<20,2,1
Internet Service Providers,Very satisfied,Met expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Average,Good,No,NoComp,Very likely,Medium,Unknown,Senior,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Very often,Good,Good,No,NoComp,Likely,High,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Dissatisfied,Slightly better,Somewhat close,Very low,Not well,Rarely,Low,Adequately,Rarely,Below average,Below average,No,NoComp,Very unlikely,Unknown,High,Young,College graduate,0,1,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Rarely,High,Well,Rarely,Average,Good,No,NoComp,Likely,Low,Unknown,Middle-aged,Post graduate,0,1,<20,1,1
Internet Service Providers,Unsure,Met expectations,Somewhat close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,Yes,Handled adequately,Possible,Unknown,High,Senior,Post graduate,0,1,<20,1,1
Internet Service Providers,Satisfied,Exceeded expectations,Very close to ideal,High,Well,Very often,Very high,Well,Often,Good,Very good,No,NoComp,Very likely,Medium,Unknown,Elderly,Post graduate,0,1,<20,1,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Middle-aged,College graduate,0,1,<20,1,3
Internet Service Providers,Satisfied,Met expectations,Close to ideal,Very high,Well,Very often,High,Well,Often,Average,Average,No,NoComp,Likely,Medium,Unknown,Middle-aged,Post graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Possible,Unknown,Low,Young,associate degree,0,1,<20,2,1
Internet Service Providers,Unsure,Met expectations,Moderately close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Possible,Low,Unknown,Young,College graduate,0,4,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Middle-aged,College graduate,1,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Likely,High,Unknown,Young,College graduate,0,1,<20,2,1
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Well,Very often,Very low,Well,Sometimes,Very good,Very good,No,NoComp,Possible,Low,Unknown,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Very well,Very often,Very high,Adequately,Very often,Average,Good,No,NoComp,Very likely,Low,Unknown,Young,College graduate,0,2,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,High,Well,Often,High,Well,Very often,Average,Average,No,NoComp,Likely,Low,Unknown,Middle-aged,College graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Met expectations,Moderately close,Very high,Well,Often,High,Well,Rarely,Average,Average,No,NoComp,Possible,Low,Unknown,Senior,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Moderately close,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Very likely,High,Unknown,Young,High school,0,1,<20,1,3
Internet Service Providers,Unsure,Slightly better,Somewhat close,Moderate,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Unlikely,Unknown,High,Young,College graduate,0,1,<20,1,2
Internet Service Providers,Unsure,Met expectations,Somewhat close,High,Well,Sometimes,High,Well,Often,Average,Average,No,NoComp,Likely,Medium,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Well,Often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Middle-aged,Post graduate,0,1,<20,1,1
Internet Service Providers,Satisfied,Met expectations,Moderately close,Very high,Well,Very often,High,Well,Very often,Below average,Below average,Yes,Somewhat poorly,Possible,Low,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Unsure,Slightly better,Moderately close,High,Well,Often,Moderate,Adequately,Rarely,Average,Average,No,NoComp,Possible,Low,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Exceeded expectations,Somewhat close,High,Well,Often,High,Adequately,Very often,Average,Average,No,NoComp,Unlikely,Unknown,High,Young,Post graduate,0,4,<20,1,2
Internet Service Providers,Satisfied,Met expectations,Close to ideal,High,Adequately,Sometimes,High,Well,Often,Good,Good,No,NoComp,Likely,Medium,Unknown,Middle-aged,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Likely,High,Unknown,Young,College graduate,0,4,<20,2,2
Internet Service Providers,Unsure,Exceeded expectations,Close to ideal,High,Adequately,Sometimes,High,Adequately,Often,Average,Good,No,NoComp,Likely,High,Unknown,Young,High school,0,2,<20,2,3
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Middle-aged,associate degree,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Good,No,NoComp,Likely,High,Unknown,Middle-aged,College graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Senior,associate degree,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Well,Often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Very often,Good,Good,No,NoComp,Likely,Low,Unknown,Senior,College graduate,1,1,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Often,Good,Average,No,NoComp,Possible,Medium,Unknown,Middle-aged,College graduate,0,1,<20,1,2
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Likely,High,Unknown,Young,Post graduate,0,1,<20,2,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Adequately,Often,Good,Good,No,NoComp,Likely,High,Unknown,Young,College graduate,0,1,<20,2,2
Internet Service Providers,Unsure,Slightly better,Somewhat close,Moderate,Well,Sometimes,Low,Adequately,Sometimes,Below average,Average,No,NoComp,Very unlikely,Unknown,High,Young,College graduate,0,4,<20,1,2
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,High,Well,Often,Good,Very good,No,NoComp,Likely,Medium,Unknown,Senior,Post graduate,0,1,<20,2,3
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,High,Well,Very often,Good,Good,No,NoComp,Likely,Low,Unknown,Middle-aged,High school,0,1,<20,1,1
Internet Service Providers,Satisfied,Far exceeded,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Very good,No,NoComp,Very likely,High,Unknown,Senior,High school,0,1,<20,1,2
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Adequately,Sometimes,Moderate,Adequately,Sometimes,Average,Average,No,NoComp,Possible,Unknown,High,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,High,Very well,Often,Very high,Very well,Very often,Good,Very good,No,NoComp,Very likely,High,Unknown,Middle-aged,associate degree,0,1,<20,2,3
Internet Service Providers,Unsure,Met expectations,Moderately close,High,Well,Sometimes,Moderate,Well,Often,Average,Good,No,NoComp,Possible,Low,Unknown,Young,Post graduate,0,1,<20,2,2
Internet Service Providers,Satisfied,Exceeded expectations,Moderately close,Very high,Very well,Very often,Very high,Very well,Very often,Average,Good,No,NoComp,Possible,Low,Unknown,Senior,associate degree,0,1,<20,1,2
Internet Service Providers,Unsure,Met expectations,Moderately close,Very high,Very well,Very often,Very high,Adequately,Very often,Average,Average,No,NoComp,Likely,Low,Unknown,Middle-aged,associate degree,0,1,<20,2,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Good,Very good,No,NoComp,Likely,Low,Unknown,Middle-aged,Post graduate,0,1,<20,2,1
Internet Service Providers,Satisfied,Exceeded expectations,Close to ideal,High,Well,Often,Very high,Very well,Often,Good,Good,No,NoComp,Likely,Low,Unknown,Young,associate degree,0,1,<20,2,2
Internet Service Providers,Very satisfied,Exceeded expectations,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Low,Unknown,Middle-aged,Post graduate,0,1,<20,1,1
Internet Service Providers,Very satisfied,Far exceeded,Very close to ideal,Very high,Very well,Very often,Very high,Very well,Very often,Very good,Very good,No,NoComp,Very likely,Medium,Unknown,Young,High school,0,1,<20,1,1
Internet Service Providers,Satisfied,Met expectations,Close to ideal,High,Well,Sometimes,High,Well,Sometimes,Very good,Good,No,NoComp,Likely,High,Unknown,Young,Post graduate,0,2,<20,1,2
