INDUSTRY,SATIS,CONFIRM,IDEAL,OVERALLX,CUSTOMX,WRONGX,OVERALLQ,CUSTOMQ,WRONGQ,PQ,QP,COMP,HANDLE,REPUR,HIGHPTOL,LOWPTOL,AGE,EDUCAT,HISPANIC,RACE_1,INCOME,GENDER,ZIPCODE
Commercial Airlines,High,Low,Low,High,Well,High,Moderate,Somewhat well,Low,Low,Low,Yes,Medium,Low,Unknown,High,Senior,Medium,0,1,<20,2,2
Commercial Airlines,High,Medium,High,Very high,Well,Medium,Very high,Very well,High,Medium,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,2,2
Commercial Airlines,High,Medium,Low,Very high,Well,High,Very high,Very well,High,Medium,High,No,Unknown,Medium,High,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,Medium,Medium,Low,High,Well,Medium,Moderate,Adequately,Medium,Low,Low,No,Unknown,Medium,Unknown,High,Middle-aged,Medium,0,1,<20,1,1
Commercial Airlines,Medium,Medium,Low,High,Adequately,High,High,Somewhat well,Medium,High,High,Yes,Low,Low,Unknown,High,Middle-aged,High,1,1,<20,1,2
Commercial Airlines,High,Medium,Medium,Moderate,Well,High,Moderate,Well,High,Medium,Medium,No,Unknown,Medium,Low,Unknown,Senior,Low,0,1,<20,1,3
Commercial Airlines,High,Medium,Medium,High,Adequately,Medium,High,Well,High,Medium,Medium,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,3
Commercial Airlines,Low,Low,Low,Moderate,Adequately,Low,Low,Somewhat well,Low,Low,Low,Yes,Low,Low,Unknown,High,Young,Medium,1,6,<20,2,1
Commercial Airlines,Medium,Medium,High,High,Very well,Low,Very high,Adequately,Low,Medium,High,No,Unknown,Low,Unknown,High,Middle-aged,Medium,0,2,<20,2,1
Commercial Airlines,Medium,High,Medium,High,Well,High,Moderate,Well,Medium,High,Medium,No,Unknown,High,High,Unknown,Young,High,0,4,<20,1,2
Commercial Airlines,Low,Medium,Low,High,Adequately,Low,Moderate,Somewhat well,Low,Low,Low,Yes,Low,Medium,Unknown,High,Middle-aged,Medium,1,1,<20,1,2
Commercial Airlines,Low,Low,Low,Moderate,Adequately,High,Moderate,Adequately,Medium,Low,Low,No,Unknown,Medium,Unknown,High,Middle-aged,Medium,1,1,<20,2,3
Commercial Airlines,Low,Low,Low,High,Somewhat well,High,Moderate,Adequately,Low,Medium,Medium,Yes,High,Low,Unknown,High,Middle-aged,High,1,6,<20,1,2
Commercial Airlines,High,Medium,Low,High,Well,Medium,High,Well,High,High,Medium,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,1,1
Commercial Airlines,High,Medium,Medium,High,Well,Low,High,Well,High,Medium,Medium,No,Unknown,Medium,Unknown,High,Middle-aged,Medium,0,2,<20,2,2
Commercial Airlines,High,High,Medium,High,Well,High,High,Well,High,Medium,High,No,Unknown,Medium,Medium,Unknown,Young,Low,0,1,<20,1,2
Commercial Airlines,Medium,Low,Medium,Moderate,Well,High,Moderate,Well,High,Low,Medium,No,Unknown,Medium,Low,Unknown,Middle-aged,Medium,0,6,<20,1,2
Commercial Airlines,High,High,High,High,Very well,High,Very high,Well,High,High,High,Yes,High,Medium,High,Unknown,Young,Medium,1,1,<20,1,1
Commercial Airlines,High,Medium,Low,Moderate,Somewhat well,Low,Moderate,Adequately,Low,High,High,No,Unknown,High,Low,Unknown,Young,High,0,1,<20,1,1
Commercial Airlines,High,Medium,Low,Moderate,Adequately,Low,High,Adequately,Medium,High,High,No,Unknown,Low,Unknown,High,Young,High,0,1,<20,2,1
Commercial Airlines,Low,Low,Low,Very high,Adequately,High,Moderate,Adequately,High,Low,Low,No,Unknown,Low,Unknown,High,Middle-aged,Low,0,1,<20,2,3
Commercial Airlines,High,Low,Medium,Moderate,Adequately,Low,High,Well,High,Medium,Medium,No,Unknown,High,Medium,Unknown,Young,High,0,1,<20,1,1
Commercial Airlines,High,High,Medium,Moderate,Adequately,High,High,Well,High,Medium,Medium,No,Unknown,Medium,Medium,Unknown,Middle-aged,High,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Well,Medium,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,1,1
Commercial Airlines,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,Medium,Medium,Low,Low,Adequately,High,Moderate,Well,Medium,High,High,No,Unknown,Low,Unknown,Medium,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Moderate,Adequately,Medium,High,Well,Low,Medium,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,2,1
Commercial Airlines,High,High,Medium,High,Well,Medium,High,Well,High,Medium,Medium,No,Unknown,Medium,Unknown,High,Middle-aged,High,0,1,<20,1,2
Commercial Airlines,High,High,Medium,High,Well,Medium,High,Well,Low,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,Medium,Medium,Low,Moderate,Adequately,Low,High,Adequately,Low,Low,Medium,No,Unknown,Low,Unknown,High,Elderly,High,0,1,<20,1,2
Commercial Airlines,High,Medium,Low,Moderate,Well,Medium,Very high,Adequately,Low,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,1,<20,2,3
Commercial Airlines,Medium,Medium,Low,Moderate,Adequately,Medium,Moderate,Adequately,Low,Medium,High,No,Unknown,Medium,Medium,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,Medium,Medium,High,Adequately,Medium,Low,Somewhat well,Medium,High,Medium,Yes,Low,Medium,Medium,Unknown,Senior,Low,0,1,<20,2,2
Commercial Airlines,High,High,High,Low,Well,High,Very high,Well,High,High,High,No,Unknown,Medium,High,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,Medium,Low,High,Well,High,High,Well,High,Medium,Medium,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,High,Well,Medium,High,Well,High,Medium,High,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,2,2
Commercial Airlines,High,Medium,High,High,Well,High,High,Well,High,Medium,Medium,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,Moderate,Very well,Low,Very high,Very well,Low,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,Medium,Low,Low,High,Very well,High,Low,Not well,Low,High,High,No,Unknown,Medium,Low,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,Medium,Medium,Medium,Low,Somewhat well,Low,Moderate,Somewhat well,High,Medium,Medium,No,Unknown,Medium,Low,Unknown,Young,Medium,0,1,<20,2,1
Commercial Airlines,High,Medium,High,High,Well,High,Moderate,Adequately,High,High,High,Yes,High,High,High,Unknown,Young,Low,1,4,<20,2,1
Commercial Airlines,Low,Medium,Medium,High,Well,High,High,Adequately,Medium,Medium,Medium,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,High,Well,High,Very high,Adequately,High,High,High,Yes,High,High,Medium,Unknown,Young,High,0,1,<20,1,Unknown
Commercial Airlines,Low,Low,Low,High,Very well,Low,Low,Not well,Low,Low,Low,Yes,Medium,Low,Unknown,High,Young,Low,0,1,<20,2,2
Commercial Airlines,Medium,Medium,Medium,High,Adequately,Low,Moderate,Adequately,Medium,Medium,Medium,Yes,Low,High,Medium,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Well,High,High,Adequately,High,High,High,Yes,High,High,High,Unknown,Young,Low,1,4,<20,2,Unknown
Commercial Airlines,High,High,Medium,High,Very well,High,High,Well,Medium,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,1,3
Commercial Airlines,High,High,Low,Very high,Well,Low,Moderate,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,Low,Medium,Medium,High,Well,High,Very high,Well,Low,Low,Low,No,Unknown,High,Medium,Unknown,Young,High,0,2,<20,2,Unknown
Commercial Airlines,High,High,High,Very high,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,4,<20,1,2
Commercial Airlines,High,High,High,High,Very well,High,High,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Well,High,Moderate,Well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,Medium,Medium,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,High,0,1,<20,1,1
Commercial Airlines,Medium,Medium,Medium,Moderate,Well,Medium,High,Well,High,Medium,Medium,Yes,Medium,High,High,Unknown,Senior,Low,0,1,<20,2,2
Commercial Airlines,High,Medium,Medium,High,Well,Medium,High,Well,High,Medium,High,No,Unknown,Medium,Low,Unknown,Middle-aged,High,0,1,<20,1,3
Commercial Airlines,Medium,Medium,Low,High,Well,High,High,Well,Medium,Medium,Medium,No,Unknown,Medium,High,Unknown,Middle-aged,Medium,0,4,<20,1,1
Commercial Airlines,High,Medium,High,High,Well,Low,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,Medium,Medium,Low,Low,Adequately,High,Moderate,Adequately,Low,Medium,Medium,No,Unknown,Medium,Unknown,High,Middle-aged,High,0,4,<20,1,2
Commercial Airlines,High,Low,High,High,Well,High,High,Well,High,Medium,Medium,No,Unknown,Medium,Low,Unknown,Young,High,0,2,<20,1,Unknown
Commercial Airlines,High,Medium,High,Very high,Very well,High,Very high,Well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Low,0,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,High,High,Very well,High,Medium,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,1,1,<20,1,2
Commercial Airlines,High,High,Medium,Very high,Very well,High,High,Very well,High,High,High,No,Unknown,Medium,Medium,Unknown,Middle-aged,Medium,0,4,<20,1,2
Commercial Airlines,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,Medium,Low,Low,Moderate,Adequately,High,Low,Adequately,Medium,Medium,Medium,No,Unknown,Low,Unknown,High,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,Medium,Medium,High,Well,Medium,High,Well,Medium,Medium,Medium,No,Unknown,High,Medium,Unknown,Senior,High,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,High,Well,High,High,Well,Low,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,4,<20,2,2
Commercial Airlines,High,High,Medium,Moderate,Well,High,High,Very well,High,High,High,No,Unknown,Medium,Medium,Unknown,Senior,Low,0,1,<20,2,1
Commercial Airlines,High,High,Medium,Very high,Well,High,High,Well,High,Medium,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,Low,High,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,Medium,High,Very well,Medium,Very high,Very well,Medium,Medium,High,No,Unknown,High,Low,Unknown,Young,High,0,1,<20,2,2
Commercial Airlines,High,Medium,Medium,High,Well,Medium,High,Well,Low,High,Medium,No,Unknown,High,Medium,Unknown,Middle-aged,High,0,1,<20,2,2
Commercial Airlines,Low,Low,Low,Moderate,Very well,Low,Moderate,Very well,High,Low,Low,No,Unknown,High,Medium,Unknown,Middle-aged,High,0,1,<20,1,2
Commercial Airlines,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,Medium,Medium,Moderate,Adequately,High,Moderate,Adequately,Medium,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,High,0,1,<20,1,3
Commercial Airlines,High,Medium,High,Very high,Well,High,High,Very well,High,High,High,Yes,Medium,Medium,Low,Unknown,Young,Medium,0,2,<20,2,2
Commercial Airlines,High,High,High,Very high,Well,High,High,Well,High,High,High,Yes,High,High,Medium,Unknown,Elderly,Medium,0,1,<20,1,1
Commercial Airlines,Medium,High,High,Very high,Well,High,Very high,Adequately,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Well,High,High,Well,Medium,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,1,1
Commercial Airlines,High,High,Low,Moderate,Well,Low,Moderate,Well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,Medium,Low,Low,High,Very well,High,Moderate,Adequately,High,Medium,Medium,Yes,Medium,Medium,Unknown,High,Young,High,0,1,<20,2,2
Commercial Airlines,Medium,Medium,Low,High,Adequately,Medium,Moderate,Adequately,High,High,Medium,No,Unknown,High,High,Unknown,Senior,Low,0,1,<20,1,2
Commercial Airlines,High,High,Medium,High,Well,High,Very high,Well,Low,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,1,<20,2,3
Commercial Airlines,High,High,Medium,Moderate,Somewhat well,Medium,High,Adequately,Medium,High,High,No,Unknown,Medium,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,1
Commercial Airlines,High,High,High,Very high,Well,High,Very high,Very well,High,High,High,Yes,High,High,Medium,Unknown,Young,Low,0,1,<20,1,2
Commercial Airlines,High,High,High,High,Well,Low,High,Very well,High,Medium,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,2,<20,2,2
Commercial Airlines,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,1,1,<20,2,1
Commercial Airlines,High,High,High,High,Adequately,High,High,Well,High,Medium,High,Yes,High,High,High,Unknown,Young,Low,1,4,<20,2,1
Commercial Airlines,Medium,Medium,Medium,High,Adequately,Low,Moderate,Adequately,Low,Medium,Medium,No,Unknown,High,Low,Unknown,Young,High,0,1,<20,1,2
Commercial Airlines,High,High,High,High,Well,Low,Very high,Well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Low,0,1,<20,2,3
Commercial Airlines,High,High,High,High,Well,Low,High,Well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Well,High,Very high,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,1,1
Commercial Airlines,High,Medium,High,High,Well,Medium,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,3
Commercial Airlines,High,High,High,High,Very well,Medium,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,1,2,<20,1,1
Commercial Airlines,High,High,High,Very high,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,High,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Well,High,Very high,Very well,High,High,High,Yes,High,High,High,Unknown,Middle-aged,High,1,4,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,Medium,Very high,Well,High,Low,Low,No,Unknown,High,Low,Unknown,Young,Medium,0,2,<20,1,1
Commercial Airlines,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Low,0,2,<20,1,2
Commercial Airlines,High,High,Medium,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,High,Low,High,Well,Low,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,High,0,1,<20,2,2
Commercial Airlines,High,Medium,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,1,1,<20,1,2
Commercial Airlines,High,Medium,High,High,Not well,Low,High,Adequately,High,High,High,Yes,Low,Medium,Unknown,Medium,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,Medium,Medium,High,Well,High,High,Well,High,High,High,Yes,High,High,High,Unknown,Senior,High,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,High,0,1,<20,2,2
Commercial Airlines,High,Medium,High,Very high,Very well,High,Very high,Very well,Low,Medium,High,No,Unknown,Medium,Medium,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Well,High,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,2,<20,2,1
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,Low,Unknown,High,Senior,High,1,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,Yes,High,High,Medium,Unknown,Young,Low,1,6,<20,2,1
Commercial Airlines,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,High,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,Medium,Unknown,High,Senior,Medium,0,1,<20,1,3
Commercial Airlines,High,High,High,High,Adequately,Medium,High,Adequately,Low,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,High,0,1,<20,1,2
Commercial Airlines,High,High,Medium,High,Well,High,High,Well,High,Medium,High,No,Unknown,High,Low,Unknown,Elderly,Low,0,1,<20,2,2
Commercial Airlines,High,Low,High,High,Very well,Medium,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,2,3
Commercial Airlines,High,Medium,Low,High,Very well,High,High,Adequately,High,High,High,No,Unknown,Medium,High,Unknown,Middle-aged,High,0,4,<20,1,1
Commercial Airlines,High,Medium,Medium,Moderate,Somewhat well,High,Moderate,Well,High,High,High,No,Unknown,High,High,Unknown,Elderly,High,0,1,<20,1,2
Commercial Airlines,Medium,Medium,Medium,High,Well,High,High,Somewhat well,Low,Medium,Low,Yes,Low,High,Medium,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,2
Commercial Airlines,Medium,Medium,Medium,Very high,Very well,Medium,Very high,Well,High,Medium,Medium,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,2,2
Commercial Airlines,Medium,Low,Medium,High,Very well,Medium,Low,Not well,Low,Medium,Medium,Yes,Low,Low,Unknown,High,Middle-aged,Medium,0,2,<20,1,1
Commercial Airlines,High,Medium,Medium,High,Adequately,High,High,Adequately,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,1,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Low,0,1,<20,1,3
Commercial Airlines,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,3
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Well,High,High,High,Yes,High,High,High,Unknown,Middle-aged,Medium,1,2,<20,1,2
Commercial Airlines,High,High,Medium,High,Well,High,High,Well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,High,Medium,High,Well,High,High,Well,Medium,High,High,Yes,High,High,Medium,Unknown,Middle-aged,High,0,3,<20,1,1
Commercial Airlines,High,Medium,High,High,Very well,Medium,High,Well,Low,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,Yes,High,High,High,Unknown,Young,High,0,1,<20,1,2
Commercial Airlines,High,Low,Medium,High,Very well,High,Low,Very well,High,High,High,Yes,High,Low,Unknown,Low,Young,Medium,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Senior,Low,0,2,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Medium,1,6,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,High,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Well,High,High,High,No,Unknown,High,High,Unknown,Young,Medium,1,1,<20,2,1
Commercial Airlines,High,High,High,High,Well,Medium,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Young,Medium,0,2,<20,2,2
Commercial Airlines,High,Low,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Elderly,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,1,3
Commercial Airlines,High,High,High,Very high,Very well,High,High,Adequately,High,High,High,Yes,High,High,High,Unknown,Young,Medium,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Not well,Low,Very high,Somewhat well,Low,High,High,No,Unknown,High,High,Unknown,Young,High,1,2,<20,2,3
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,Yes,High,High,High,Unknown,Young,Low,0,2,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,High,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Elderly,Low,0,1,<20,1,2
Commercial Airlines,High,Medium,High,Very high,Very well,Medium,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,3
Commercial Airlines,High,Medium,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,1,1
Commercial Airlines,Medium,Medium,Low,Very high,Well,Medium,Moderate,Adequately,High,Medium,Medium,No,Unknown,High,High,Unknown,Young,Medium,0,2,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,1,3
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Low,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,Medium,Very high,Very well,Low,High,High,No,Unknown,High,Medium,Unknown,Middle-aged,Low,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,1,1,<20,2,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,High,High,Very well,High,High,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Senior,Medium,0,4,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Low,1,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,Medium,High,Very well,High,Medium,Medium,No,Unknown,High,Medium,Unknown,Senior,Medium,0,1,<20,1,1
Commercial Airlines,High,Medium,High,Very high,Very well,High,Very high,Well,Low,High,High,No,Unknown,High,High,Unknown,Elderly,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,High,High,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,High,0,1,<20,2,3
Commercial Airlines,Medium,Low,Low,Moderate,Adequately,Low,Moderate,Adequately,Low,Low,Low,No,Unknown,Medium,Unknown,High,Senior,Medium,0,1,<20,1,2
Commercial Airlines,High,Medium,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,1,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,2,3
Commercial Airlines,High,High,Medium,Low,Well,Medium,High,Very well,High,High,High,No,Unknown,High,Medium,Unknown,Young,Medium,0,1,<20,2,1
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,High,Medium,High,No,Unknown,High,Low,Unknown,Middle-aged,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,High,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,Low,Unknown,Senior,Medium,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Low,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Low,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Young,Low,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,Low,High,High,Yes,High,High,High,Unknown,Middle-aged,High,0,1,<20,1,1
Commercial Airlines,High,High,High,Very high,Very well,High,Very high,Very well,High,High,High,No,Unknown,High,High,Unknown,Middle-aged,Low,0,1,<20,2,2
Commercial Airlines,High,High,High,Very high,Very well,Low,Very high,Very well,Low,High,Low,Yes,High,High,High,Unknown,Young,Low,0,1,<20,1,3
Commercial Airlines,High,High,Medium,Low,Well,High,High,Well,Medium,High,High,No,Unknown,High,Medium,Unknown,Young,Low,0,1,<20,1,2
Commercial Airlines,High,Medium,Medium,Very high,Very well,High,High,Well,High,Low,Low,No,Unknown,Medium,Unknown,High,Young,Medium,0,1,<20,2,2
